Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Ensemble_Cluster,Risk
2.765072910580052,0.669944838741604,0.1468756874755594,-0.1336435834347209,-0.4631773414953497,-0.6535040465617081,-0.7447587544923767,-1.235859466814624,1.0727260933845697,0,Non-Risk
-1.190808089486786,-1.491167544295828,0.1468756874755594,-0.1336435834347209,-0.4631773414953497,1.0009365776451478,0.9493417621818592,2.2470699840485726,1.0727260933845697,0,Non-Risk
1.1827205105533165,0.669944838741604,-1.3830793903948504,-0.1336435834347209,-0.4631773414953497,-0.6535040465617081,-0.4163540746602946,-0.7382981166913104,0.0616741674801684,0,Non-Risk
0.8310866438807085,0.669944838741604,0.1468756874755594,-2.015947575473046,-0.4631773414953497,-0.6535040465617081,1.6334296119723128,1.7495086339252586,0.5672001304323689,0,Non-Risk
1.534354377225924,0.669944838741604,0.1468756874755594,-2.015947575473046,-0.4631773414953497,-0.6535040465617081,0.5663801020971981,0.2568245835553172,-0.9493777584242328,0,Non-Risk
-0.0479980228008109,0.669944838741604,-1.3830793903948504,-2.015947575473046,-0.4631773414953497,-0.6535040465617081,2.0489837537663065,1.2519472838019448,0.0616741674801684,0,Non-Risk
1.534354377225924,0.669944838741604,0.1468756874755594,-0.1336435834347209,2.020347277782665,-0.6535040465617081,-0.1545514226690231,0.2568245835553172,0.5672001304323689,0,Non-Risk
-0.0479980228008109,0.669944838741604,1.6768307653459693,1.7486604086036035,-0.4631773414953497,1.0009365776451478,1.302545069401477,1.2519472838019448,-0.9493777584242328,0,Non-Risk
2.23762211057114,0.669944838741604,-1.3830793903948504,-0.1336435834347209,3.262109587421672,-0.6535040465617081,-0.0751958150289083,-0.7382981166913104,1.0727260933845697,0,Non-Risk
-0.6633572894778745,0.669944838741604,1.6768307653459693,-0.1336435834347209,-0.4631773414953497,1.0009365776451478,0.6953329645123847,0.754385933678631,-0.9493777584242328,0,Non-Risk
-0.9270826894823304,-1.491167544295828,0.1468756874755594,1.7486604086036035,-0.4631773414953497,1.0009365776451478,-0.7001212251948121,-0.7382981166913104,-0.9493777584242328,0,Non-Risk
